OBJECTID_12;OBJECTID;FID_1;CODIGO_BARRIO;NOMBRE_BARRIO;NOMBRE_LOCALIDAD;CODIGO_LOCALIDAD;CODIGO_UPZ;NOMBRE_UPZ
1;958;27;8412;SANTA BIBIANA;USAQUEN;1;16;SANTA BARBARA
2;964;77;8418;SAN PATRICIO;USAQUEN;1;16;SANTA BARBARA
3;968;95;8417;SANTA BARBARA OCCIDENTAL;USAQUEN;1;16;SANTA BARBARA
4;975;293;8415;SANTA BARBARA CENTRAL;USAQUEN;1;16;SANTA BARBARA
5;981;433;8411;RINCON DEL CHICO;USAQUEN;1;16;SANTA BARBARA
6;993;619;8416;MOLINOS NORTE;USAQUEN;1;16;SANTA BARBARA
7;656;245;5604;EL REAL;ENGATIVA;10;31;SANTA CECILIA
8;667;359;5507;NORMANDIA;ENGATIVA;10;31;SANTA CECILIA
9;691;603;5605;EL ENCANTO;ENGATIVA;10;31;SANTA CECILIA
10;712;816;5614;VILLA LUZ;ENGATIVA;10;31;SANTA CECILIA
11;713;817;5606;NORMANDIA OCCIDENTAL;ENGATIVA;10;31;SANTA CECILIA
12;721;981;5638;SANTA CECILIA;ENGATIVA;10;31;SANTA CECILIA
13;173;491;9130;CANODROMO;SUBA;11;19;EL PRADO
14;175;502;9117;PRADO VERANIEGO SUR;SUBA;11;19;EL PRADO
15;199;676;9107;PRADO VERANIEGO;SUBA;11;19;EL PRADO
16;200;683;9104;VICTORIA NORTE;SUBA;11;19;EL PRADO
17;204;729;9106;SAN JOSE DEL PRADO;SUBA;11;19;EL PRADO
18;206;741;9105;PRADO PINZON;SUBA;11;19;EL PRADO
19;221;984;9110;MAZUREN;SUBA;11;19;EL PRADO
20;233;1086;9131;SANTA HELENA;SUBA;11;19;EL PRADO
21;875;39;1306;SAN PEDRO;SAN CRISTOBAL;4;32;SAN BLAS
22;877;68;1107;LAS MERCEDES;SAN CRISTOBAL;4;32;SAN BLAS
23;879;80;1106;SAN BLAS;SAN CRISTOBAL;4;32;SAN BLAS
24;887;126;1307;RAMAJAL;SAN CRISTOBAL;4;32;SAN BLAS
25;889;143;1108;SAN CRISTOBAL SUR;SAN CRISTOBAL;4;32;SAN BLAS
26;894;162;1309;SAN VICENTE;SAN CRISTOBAL;4;32;SAN BLAS
27;897;210;1113;SAN BLAS II;SAN CRISTOBAL;4;32;SAN BLAS
28;899;277;1104;MOLINOS DE ORIENTE;SAN CRISTOBAL;4;32;SAN BLAS
29;907;342;1115;MONTE CARLO;SAN CRISTOBAL;4;32;SAN BLAS
30;908;363;1357;SANTA INES SUR II;SAN CRISTOBAL;4;32;SAN BLAS
31;923;558;1308;SANTA INES SUR;SAN CRISTOBAL;4;32;SAN BLAS
32;929;636;1103;VITELMA;SAN CRISTOBAL;4;32;SAN BLAS
33;933;758;1313;BELLAVISTA SUR;SAN CRISTOBAL;4;32;SAN BLAS
34;940;898;1312;LOS ALPES;SAN CRISTOBAL;4;32;SAN BLAS
35;941;899;1339;BOSQUE DE LOS ALPES;SAN CRISTOBAL;4;32;SAN BLAS
36;944;943;1116;TIBAQUE URBANO;SAN CRISTOBAL;4;32;SAN BLAS
37;951;1028;1342;ALTOS DEL ZIPA;SAN CRISTOBAL;4;32;SAN BLAS
38;876;67;1111;SANTA ANA SUR;SAN CRISTOBAL;4;33;SOSIEGO
39;878;75;1110;SAN JAVIER;SAN CRISTOBAL;4;33;SOSIEGO
40;896;188;1101;LAS BRISAS;SAN CRISTOBAL;4;33;SOSIEGO
41;906;336;1102;BUENOS AIRES;SAN CRISTOBAL;4;33;SOSIEGO
42;912;399;1109;LA MARIA;SAN CRISTOBAL;4;33;SOSIEGO
43;914;454;1207;NARINO SUR;SAN CRISTOBAL;4;33;SOSIEGO
44;915;477;1209;MODELO SUR;SAN CRISTOBAL;4;33;SOSIEGO
45;921;535;1206;QUINTA RAMOS;SAN CRISTOBAL;4;33;SOSIEGO
46;924;579;1205;SOCIEGO;SAN CRISTOBAL;4;33;SOSIEGO
47;928;628;1210;CALVO SUR;SAN CRISTOBAL;4;33;SOSIEGO
48;935;792;1114;VELODROMO;SAN CRISTOBAL;4;33;SOSIEGO
49;946;963;1112;PRIMERO DE MAYO;SAN CRISTOBAL;4;33;SOSIEGO
50;143;207;9124;PUENTE LARGO;SUBA;11;20;LA ALHAMBRA
51;189;589;9125;PASADENA;SUBA;11;20;LA ALHAMBRA
52;192;594;9126;ESTORIL;SUBA;11;20;LA ALHAMBRA
53;197;657;9118;BATAN;SUBA;11;20;LA ALHAMBRA
54;240;1160;9111;MONACO;SUBA;11;20;LA ALHAMBRA
55;292;14;4565;TOCAREMA;KENNEDY;8;48;TIMIZA
56;306;179;4516;BOITA;KENNEDY;8;48;TIMIZA
57;308;194;4518;TIMIZA A;KENNEDY;8;48;TIMIZA
58;314;247;4540;CATALINA II;KENNEDY;8;48;TIMIZA
59;328;371;4532;LA CECILIA;KENNEDY;8;48;TIMIZA
60;329;375;4545;CATALINA;KENNEDY;8;48;TIMIZA
61;346;545;4515;TUNDAMA;KENNEDY;8;48;TIMIZA
62;352;572;4581;TIMIZA C;KENNEDY;8;48;TIMIZA
63;356;624;4536;EL RUBI;KENNEDY;8;48;TIMIZA
64;358;654;4517;JACQUELINE;KENNEDY;8;48;TIMIZA
65;363;745;4530;TIMIZA B;KENNEDY;8;48;TIMIZA
66;366;797;4582;RENANIA URAPANES;KENNEDY;8;48;TIMIZA
67;368;833;4584;SANTA CATALINA;KENNEDY;8;48;TIMIZA
68;370;879;4534;ROMA;KENNEDY;8;48;TIMIZA
69;1069;297;4529;CEMENTERIO JARDINES APOGEO;BOSA;7;49;APOGEO
70;1075;357;4546;VILLA DEL RIO;BOSA;7;49;APOGEO
71;1089;542;4538;OLARTE;BOSA;7;49;APOGEO
72;874;31;1358;CHIGUAZA URBANO;SAN CRISTOBAL;4;50;LA GLORIA
73;882;89;1315;ALTAMIRA;SAN CRISTOBAL;4;50;LA GLORIA
74;884;103;1317;PUENTE COLORADO;SAN CRISTOBAL;4;50;LA GLORIA
75;888;129;1355;LAS GUACAMAYAS I;SAN CRISTOBAL;4;50;LA GLORIA
76;892;156;1333;ALTOS DEL POBLADO;SAN CRISTOBAL;4;50;LA GLORIA
77;893;157;1311;LA GLORIA OCCIDENTAL;SAN CRISTOBAL;4;50;LA GLORIA
78;895;166;1316;MORALBA;SAN CRISTOBAL;4;50;LA GLORIA
79;898;223;1321;SAN MARTIN SUR;SAN CRISTOBAL;4;50;LA GLORIA
80;905;331;1331;ALTOS DEL ZUQUE;SAN CRISTOBAL;4;50;LA GLORIA
81;913;436;1319;LA GLORIA ORIENTAL;SAN CRISTOBAL;4;50;LA GLORIA
82;916;478;1314;SAN JOSE SUR ORIENTAL;SAN CRISTOBAL;4;50;LA GLORIA
83;917;496;1353;LAS GUACAMAYAS IV;SAN CRISTOBAL;4;50;LA GLORIA
84;918;497;1352;LAS GUACAMAYAS II;SAN CRISTOBAL;4;50;LA GLORIA
85;919;525;1318;QUINDIO;SAN CRISTOBAL;4;50;LA GLORIA
86;920;533;1354;LAS GUACAMAYAS III;SAN CRISTOBAL;4;50;LA GLORIA
87;945;962;1310;LA VICTORIA;SAN CRISTOBAL;4;50;LA GLORIA
88;393;70;2619;VILLA ANITA;USME;5;58;COMUNEROS
89;403;174;2571;ANTONIO JOSE DE SUCRE;USME;5;58;COMUNEROS
90;404;178;2542;SERRANIAS;USME;5;58;COMUNEROS
91;405;193;2615;LA ESPERANZA DE USME;USME;5;58;COMUNEROS
92;413;265;2541;GRANADA SUR;USME;5;58;COMUNEROS
93;416;294;2594;VILLA ISRAEL;USME;5;58;COMUNEROS
94;426;379;2611;CHARALA;USME;5;58;COMUNEROS
95;428;434;2593;TUNJUELITO;USME;5;58;COMUNEROS
96;429;444;2548;EL VIRREY;USME;5;58;COMUNEROS
97;431;456;2586;YOMASA NORTE;USME;5;58;COMUNEROS
98;436;523;2543;COMUNEROS;USME;5;58;COMUNEROS
99;438;552;2538;USMINIA;USME;5;58;COMUNEROS
100;443;666;2592;DESARROLLO BRAZUELOS;USME;5;58;COMUNEROS
101;481;996;2536;MONTEBLANCO;USME;5;58;COMUNEROS
102;482;999;2576;SERRANIAS I;USME;5;58;COMUNEROS
103;492;1101;2537;CHUNIZA;USME;5;58;COMUNEROS
104;495;1116;2556;DESARROLLO BRAZUELOS I;USME;5;58;COMUNEROS
105;883;90;1325;JUAN REY (LA PAZ);SAN CRISTOBAL;4;51;LOS LIBERTADORES
106;885;104;1320;NUEVA GLORIA;SAN CRISTOBAL;4;51;LOS LIBERTADORES
107;886;105;1329;EL PARAISO;SAN CRISTOBAL;4;51;LOS LIBERTADORES
108;900;279;1332;VILLABEL;SAN CRISTOBAL;4;51;LOS LIBERTADORES
109;901;303;1322;SAN RAFAEL USME;SAN CRISTOBAL;4;51;LOS LIBERTADORES
110;902;304;1334;LAS GAVIOTAS;SAN CRISTOBAL;4;51;LOS LIBERTADORES
111;903;317;1350;YOMASA;SAN CRISTOBAL;4;51;LOS LIBERTADORES
112;904;321;1324;EL PINAR;SAN CRISTOBAL;4;51;LOS LIBERTADORES
113;909;365;1328;SANTA RITA SUR ORIENTAL;SAN CRISTOBAL;4;51;LOS LIBERTADORES
114;925;586;1327;LOS LIBERTADORES;SAN CRISTOBAL;4;51;LOS LIBERTADORES
115;926;599;1362;ARBOLEDA SANTA TERESITA;SAN CRISTOBAL;4;51;LOS LIBERTADORES
116;927;606;1330;CANADA O GUIRA;SAN CRISTOBAL;4;51;LOS LIBERTADORES
117;930;661;1323;NUEVA DELHI;SAN CRISTOBAL;4;51;LOS LIBERTADORES
118;931;715;1338;LA BELLEZA;SAN CRISTOBAL;4;51;LOS LIBERTADORES
119;942;922;1363;COLMENA I LOS PINARES;SAN CRISTOBAL;4;51;LOS LIBERTADORES
120;952;1087;1346;CIUDAD LONDRES I;SAN CRISTOBAL;4;51;LOS LIBERTADORES
121;953;1112;1356;VILLA DEL CERRO;SAN CRISTOBAL;4;51;LOS LIBERTADORES
122;389;9;1340;TIHUAQUE;USME;5;52;LA FLORA
123;398;139;1344;LOS SOCHES;USME;5;52;LA FLORA
124;423;351;1345;DONA LILIANA;USME;5;52;LA FLORA
125;433;493;1336;JUAN JOSE RONDON I;USME;5;52;LA FLORA
126;444;675;2633;LAS VIOLETAS;USME;5;52;LA FLORA
127;452;754;1337;SAN PEDRO SUR;USME;5;52;LA FLORA
128;454;774;1348;LA CABANA;USME;5;52;LA FLORA
129;455;827;1347;JUAN REY SUR;USME;5;52;LA FLORA
130;487;1064;102407;TIBAQUE SUR;USME;5;52;LA FLORA
131;488;1066;102211;LILIANA;USME;5;52;LA FLORA
132;506;1158;1335;VILLA DIANA;USME;5;52;LA FLORA
133;242;3;1425;GRANJAS DE SANTA SOFIA;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
134;254;172;1413;LA RESURRECCION;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
135;255;176;1431;LA RESURRECCION I;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
136;267;450;1410;MARCO FIDEL SUAREZ;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
137;283;834;1412;GRANJAS SAN PABLO;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
138;285;961;1411;SAN JORGE SUR;RAFAEL URIBE URIBE;18;53;MARCO FIDEL SUAREZ
139;250;81;1434;CARMEN DEL SOL;RAFAEL URIBE URIBE;18;54;MARRUECOS
140;252;154;1428;CERROS DE ORIENTE;RAFAEL URIBE URIBE;18;54;MARRUECOS
141;256;201;1419;CALLEJON SANTA BARBARA;RAFAEL URIBE URIBE;18;54;MARRUECOS
142;259;313;1415;MARCO FIDEL SUAREZ I;RAFAEL URIBE URIBE;18;54;MARRUECOS
143;260;325;2511;LA PICOTA;RAFAEL URIBE URIBE;18;54;MARRUECOS
144;264;402;1418;MARRUECOS;RAFAEL URIBE URIBE;18;54;MARRUECOS
145;268;468;1423;ARBOLEDA SUR;RAFAEL URIBE URIBE;18;54;MARRUECOS
146;269;484;1427;PUERTO RICO;RAFAEL URIBE URIBE;18;54;MARRUECOS
147;271;581;1414;MOLINOS DEL SUR;RAFAEL URIBE URIBE;18;54;MARRUECOS
148;275;617;1420;EL PLAYON;RAFAEL URIBE URIBE;18;54;MARRUECOS
149;279;658;1417;LOS MOLINOS;RAFAEL URIBE URIBE;18;54;MARRUECOS
150;287;1109;1429;GUIPARMA;RAFAEL URIBE URIBE;18;54;MARRUECOS
151;258;239;2535;PALERMO SUR;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
152;261;340;1432;DIANA TURBAY CULTIVOS;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
153;265;440;2637;ARRAYANES VI;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
154;270;501;1421;DIANA TURBAY;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
155;277;630;2510;LA PICOTA ORIENTAL;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
156;278;640;1416;SAN AGUSTIN;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
157;280;757;1422;DIANA TURBAY ARRAYANES;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
158;282;772;2566;LA PAZ;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
159;284;916;1435;LOS ARRAYANES II;RAFAEL URIBE URIBE;18;55;DIANA TURBAY
160;602;316;6523;SAN PEDRO DE LOS ROBLES;FONTIBON;9;75;FONTIBON
161;603;341;6406;VILLEMAR;FONTIBON;9;75;FONTIBON
162;606;361;6415;LA LAGUNA FONTIBON;FONTIBON;9;75;FONTIBON
163;608;455;6420;LA GIRALDA;FONTIBON;9;75;FONTIBON
164;609;492;6409;BELEN FONTIBON;FONTIBON;9;75;FONTIBON
165;613;602;6417;VILLA CARMENZA;FONTIBON;9;75;FONTIBON
166;614;620;6407;GUADUAL FONTIBON;FONTIBON;9;75;FONTIBON
167;618;684;6410;CENTRO FONTIBON;FONTIBON;9;75;FONTIBON
168;625;825;6408;EL CARMEN FONTIBON;FONTIBON;9;75;FONTIBON
169;635;1053;6416;ATAHUALPA;FONTIBON;9;75;FONTIBON
170;641;1115;6401;VERSALLES FONTIBON;FONTIBON;9;75;FONTIBON
171;644;1138;6402;LA CABANA FONTIBON;FONTIBON;9;75;FONTIBON
172;651;97;5506;JARDIN BOTANICO;ENGATIVA;10;105;JARDIN BOTANICO
173;566;274;5308;RIONEGRO;BARRIOS UNIDOS;12;21;LOS ANDES
174;570;396;5307;LOS ANDES;BARRIOS UNIDOS;12;21;LOS ANDES
175;572;424;5304;LA CASTELLANA;BARRIOS UNIDOS;12;21;LOS ANDES
176;578;648;5305;LA PATRIA;BARRIOS UNIDOS;12;21;LOS ANDES
177;585;714;5306;ENTRERIOS;BARRIOS UNIDOS;12;21;LOS ANDES
178;590;807;5310;ESCUELA MILITAR;BARRIOS UNIDOS;12;21;LOS ANDES
179;873;4;1406;SAN ISIDRO;SAN CRISTOBAL;4;34;20 DE JULIO
180;880;84;1424;BARCELONA SUR;SAN CRISTOBAL;4;34;20 DE JULIO
181;881;85;1303;CORDOBA;SAN CRISTOBAL;4;34;20 DE JULIO
182;890;151;1409;LAS LOMAS;SAN CRISTOBAL;4;34;20 DE JULIO
183;891;152;1407;SURAMERICA;SAN CRISTOBAL;4;34;20 DE JULIO
184;910;397;1304;BELLO HORIZONTE;SAN CRISTOBAL;4;34;20 DE JULIO
185;911;398;1430;VILLA DE LOS ALPES I;SAN CRISTOBAL;4;34;20 DE JULIO
186;932;736;1408;VILLA DE LOS ALPES;SAN CRISTOBAL;4;34;20 DE JULIO
187;934;759;1301;GRANADA SUR;SAN CRISTOBAL;4;34;20 DE JULIO
188;936;830;1405;VEINTE DE JULIO;SAN CRISTOBAL;4;34;20 DE JULIO
189;938;869;1305;ATENAS;SAN CRISTOBAL;4;34;20 DE JULIO
190;955;1163;1302;MONTEBELLO;SAN CRISTOBAL;4;34;20 DE JULIO
191;800;319;1202;CIUDAD BERNA;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
192;801;380;1203;CARACAS;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
193;802;381;1204;CIUDAD JARDIN SUR;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
194;803;475;1208;LA HORTUA;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
195;804;510;1211;POLICARPA;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
196;806;708;1201;SEVILLA;ANTONIO NARIÑO;15;35;CIUDAD JARDIN
197;253;171;1402;GUSTAVO RESTREPO;RAFAEL URIBE URIBE;18;36;SAN JOSE
198;266;448;1403;HOSPITAL SAN CARLOS;RAFAEL URIBE URIBE;18;36;SAN JOSE
199;276;618;1404;SOSIEGO SUR;RAFAEL URIBE URIBE;18;36;SAN JOSE
200;281;760;1401;SAN JOSE SUR;RAFAEL URIBE URIBE;18;36;SAN JOSE
201;286;1047;1426;SAN LUIS;RAFAEL URIBE URIBE;18;36;SAN JOSE
202;243;10;2305;LIBERTADOR;RAFAEL URIBE URIBE;18;39;QUIROGA
203;244;15;2205;SANTA LUCIA;RAFAEL URIBE URIBE;18;39;QUIROGA
204;245;16;2306;BRAVO PAEZ;RAFAEL URIBE URIBE;18;39;QUIROGA
205;246;18;2201;OLAYA;RAFAEL URIBE URIBE;18;39;QUIROGA
206;247;19;2203;QUIROGA CENTRAL;RAFAEL URIBE URIBE;18;39;QUIROGA
207;248;21;2303;CENTENARIO;RAFAEL URIBE URIBE;18;39;QUIROGA
208;249;22;2310;MURILLO TORO;RAFAEL URIBE URIBE;18;39;QUIROGA
209;251;110;2304;SANTIAGO PEREZ;RAFAEL URIBE URIBE;18;39;QUIROGA
210;257;216;2204;QUIROGA SUR;RAFAEL URIBE URIBE;18;39;QUIROGA
211;262;382;2209;QUIROGA I;RAFAEL URIBE URIBE;18;39;QUIROGA
212;263;401;2202;QUIROGA;RAFAEL URIBE URIBE;18;39;QUIROGA
213;272;613;2311;VILLA MAYOR;RAFAEL URIBE URIBE;18;39;QUIROGA
214;273;615;2307;INGLES;RAFAEL URIBE URIBE;18;39;QUIROGA
215;274;616;2308;CLARET;RAFAEL URIBE URIBE;18;39;QUIROGA
216;745;362;8309;LA CABRERA;CHAPINERO;2;88;EL REFUGIO
217;747;418;8202;EMAUS;CHAPINERO;2;88;EL REFUGIO
218;748;427;8310;EL RETIRO;CHAPINERO;2;88;EL REFUGIO
219;752;621;8319;EL BAGAZAL;CHAPINERO;2;88;EL REFUGIO
220;754;627;8311;EL NOGAL;CHAPINERO;2;88;EL REFUGIO
221;757;698;8302;SEMINARIO;CHAPINERO;2;88;EL REFUGIO
222;773;952;101110;PARAMO I RURAL;CHAPINERO;2;88;EL REFUGIO
223;779;1023;8303;EL REFUGIO;CHAPINERO;2;88;EL REFUGIO
224;780;1027;8305;BELLAVISTA;CHAPINERO;2;88;EL REFUGIO
225;781;1030;8304;LOS ROSALES;CHAPINERO;2;88;EL REFUGIO
226;1128;98;4309;LA CAMELIA;PUENTE ARANDA;16;40;CIUDAD MONTES
227;1133;227;4209;SANTA MATILDE;PUENTE ARANDA;16;40;CIUDAD MONTES
228;1135;250;4205;PRIMAVERA OCCIDENTAL;PUENTE ARANDA;16;40;CIUDAD MONTES
229;1137;299;4412;REMANSO SUR;PUENTE ARANDA;16;40;CIUDAD MONTES
230;1138;309;4212;TIBANA;PUENTE ARANDA;16;40;CIUDAD MONTES
231;1147;466;4210;JORGE GAITAN CORTES;PUENTE ARANDA;16;40;CIUDAD MONTES
232;1148;504;4202;COMUNEROS;PUENTE ARANDA;16;40;CIUDAD MONTES
233;1153;584;4211;BOCHICA;PUENTE ARANDA;16;40;CIUDAD MONTES
234;1158;674;4203;LA ASUNCION;PUENTE ARANDA;16;40;CIUDAD MONTES
235;1159;730;4401;SAN EUSEBIO;PUENTE ARANDA;16;40;CIUDAD MONTES
236;1162;796;4204;MONTES;PUENTE ARANDA;16;40;CIUDAD MONTES
237;1166;1009;4402;REMANSO;PUENTE ARANDA;16;40;CIUDAD MONTES
238;768;865;208110;SAN LUIS ALTOS DEL CABO RURAL;CHAPINERO;2;89;SAN ISIDRO - PATIOS
239;772;941;208111;SAN ISIDRO RURAL;CHAPINERO;2;89;SAN ISIDRO - PATIOS
240;776;955;208126;SAN ISIDRO RURAL II;CHAPINERO;2;89;SAN ISIDRO - PATIOS
241;777;1002;208127;PARAMO RURAL V;CHAPINERO;2;89;SAN ISIDRO - PATIOS
242;788;1154;208125;SAN LUIS ALTOS DEL CABO RURAL II;CHAPINERO;2;89;SAN ISIDRO - PATIOS
243;729;248;3110;LA CATEDRAL;CANDELARIA;17;94;LA CANDELARIA
244;730;461;3204;BELEN;CANDELARIA;17;94;LA CANDELARIA
245;731;597;3104;LA CONCORDIA;CANDELARIA;17;94;LA CANDELARIA
246;732;625;3105;EGIPTO;CANDELARIA;17;94;LA CANDELARIA
247;733;637;3203;SANTA BARBARA;CANDELARIA;17;94;LA CANDELARIA
248;734;769;8114;PARQUE NACIONAL URBANO;CANDELARIA;17;94;LA CANDELARIA
249;735;790;3106;CENTRO ADMINISTRATIVO;CANDELARIA;17;94;LA CANDELARIA
250;736;993;3103;LAS AGUAS;CANDELARIA;17;94;LA CANDELARIA
251;509;158;4105;EDUARDO SANTOS;LOS MARTIRES;14;37;SANTA ISABEL
252;513;243;4107;SANTA ISABEL SUR;LOS MARTIRES;14;37;SANTA ISABEL
253;514;244;4109;VERAGUAS;LOS MARTIRES;14;37;SANTA ISABEL
254;515;383;4111;EL PROGRESO;LOS MARTIRES;14;37;SANTA ISABEL
255;522;691;4108;SANTA ISABEL;LOS MARTIRES;14;37;SANTA ISABEL
256;525;822;4106;EL VERGEL;LOS MARTIRES;14;37;SANTA ISABEL
257;969;127;8529;SAN JOSE DE USAQUEN;USAQUEN;1;10;LA URIBE
258;974;281;8532;EL REDIL;USAQUEN;1;10;LA URIBE
259;977;384;8524;LA GRANJA NORTE;USAQUEN;1;10;LA URIBE
260;1003;802;8503;SANTA TERESA;USAQUEN;1;10;LA URIBE
261;1020;968;8528;SAN ANTONIO NOROCCIDENTAL;USAQUEN;1;10;LA URIBE
262;1030;1098;8525;LA URIBE;USAQUEN;1;10;LA URIBE
263;809;107;7208;BANCO CENTRAL;TEUSAQUILLO;13;100;GALERIAS
264;815;170;7203;CHAPINERO OCCIDENTAL;TEUSAQUILLO;13;100;GALERIAS
265;820;292;7201;CAMPIN;TEUSAQUILLO;13;100;GALERIAS
266;823;481;7209;ALFONSO LOPEZ;TEUSAQUILLO;13;100;GALERIAS
267;826;511;7206;BELALCAZAR;TEUSAQUILLO;13;100;GALERIAS
268;827;574;7204;QUESADA;TEUSAQUILLO;13;100;GALERIAS
269;830;695;7202;SAN LUIS;TEUSAQUILLO;13;100;GALERIAS
270;833;743;7207;GALERIAS;TEUSAQUILLO;13;100;GALERIAS
271;811;128;7104;TEUSAQUILLO;TEUSAQUILLO;13;101;TEUSAQUILLO
272;812;136;7105;ARMENIA;TEUSAQUILLO;13;101;TEUSAQUILLO
273;816;191;7102;SANTA TERESITA;TEUSAQUILLO;13;101;TEUSAQUILLO
274;818;276;7103;LA MAGDALENA;TEUSAQUILLO;13;101;TEUSAQUILLO
275;822;479;7106;ESTRELLA;TEUSAQUILLO;13;101;TEUSAQUILLO
276;825;509;7101;LA SOLEDAD;TEUSAQUILLO;13;101;TEUSAQUILLO
277;832;735;7205;PALERMO;TEUSAQUILLO;13;101;TEUSAQUILLO
278;835;782;7107;LAS AMERICAS;TEUSAQUILLO;13;101;TEUSAQUILLO
279;561;195;5104;EL ROSARIO;BARRIOS UNIDOS;12;103;PARQUE SALITRE
280;564;198;5112;PARQUE DISTRITAL SALITRE;BARRIOS UNIDOS;12;103;PARQUE SALITRE
281;571;413;5115;PARQUE POPULAR SALITRE;BARRIOS UNIDOS;12;103;PARQUE SALITRE
282;808;23;5108;CIUDAD UNIVERSITARIA;TEUSAQUILLO;13;104;PARQUE SIMON BOLIVAR - CAN
283;814;169;5109;CENTRO ADMINISTRATIVO OCC.;TEUSAQUILLO;13;104;PARQUE SIMON BOLIVAR - CAN
284;817;221;5116;PABLO VI NORTE;TEUSAQUILLO;13;104;PARQUE SIMON BOLIVAR - CAN
285;831;701;5110;EL SALITRE;TEUSAQUILLO;13;104;PARQUE SIMON BOLIVAR - CAN
286;840;887;5114;CAMPO EUCARISTICO;TEUSAQUILLO;13;104;PARQUE SIMON BOLIVAR - CAN
287;810;117;5117;RAFAEL NUNEZ;TEUSAQUILLO;13;106;LA ESMERALDA
288;813;148;5113;PAULO VI;TEUSAQUILLO;13;106;LA ESMERALDA
289;819;291;5111;LA ESMERALDA;TEUSAQUILLO;13;106;LA ESMERALDA
290;838;880;5105;CAMPIN OCCIDENTAL;TEUSAQUILLO;13;106;LA ESMERALDA
291;839;881;5106;NICOLAS DE FEDERMAN;TEUSAQUILLO;13;106;LA ESMERALDA
292;824;508;6201;EL RECUERDO;TEUSAQUILLO;13;107;QUINTA PAREDES
293;828;641;6202;GRAN AMERICA;TEUSAQUILLO;13;107;QUINTA PAREDES
294;829;668;6209;QUINTA PAREDES;TEUSAQUILLO;13;107;QUINTA PAREDES
295;836;784;6210;CENTRO NARINO;TEUSAQUILLO;13;107;QUINTA PAREDES
296;837;785;5107;ACEVEDO TEJADA;TEUSAQUILLO;13;107;QUINTA PAREDES
297;315;260;4615;OSORIO XII;KENNEDY;8;83;LAS MARGARITAS
298;337;469;4316;LAS MARGARITAS;KENNEDY;8;83;LAS MARGARITAS
299;1139;327;4207;GORGONZOLA;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
300;1144;408;6205;INDUSTRIAL CENTENARIO;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
301;1145;414;6203;LA FLORIDA OCCIDENTAL;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
302;1149;505;4208;LOS EJIDOS;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
303;1150;546;6211;CUNDINAMARCA;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
304;1156;607;4201;PENSILVANIA;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
305;1157;670;6206;EL EJIDO;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
306;1168;1057;6204;ESTACION CENTRAL;PUENTE ARANDA;16;108;ZONA INDUSTRIAL
307;821;432;6216;CIUDAD SALITRE NOR-ORIENTAL;TEUSAQUILLO;13;109;CIUDAD SALITRE ORIENTAL
308;834;756;6217;CIUDAD SALITRE SUR-ORIENTAL;TEUSAQUILLO;13;109;CIUDAD SALITRE ORIENTAL
309;956;17;8543;SANTA CECILIA PUENTE NORTE;USAQUEN;1;11;SAN CRISTOBAL NORTE
310;986;592;8505;SAN CRISTOBAL NORTE;USAQUEN;1;11;SAN CRISTOBAL NORTE
311;1001;751;8506;BARRANCAS NORTE;USAQUEN;1;11;SAN CRISTOBAL NORTE
312;1007;829;8507;BARRANCAS;USAQUEN;1;11;SAN CRISTOBAL NORTE
313;1016;949;8520;BOSQUE DE PINOS;USAQUEN;1;11;SAN CRISTOBAL NORTE
314;1023;972;8504;LA CITA;USAQUEN;1;11;SAN CRISTOBAL NORTE
315;1032;1134;108103;BARRANCAS ORIENTAL RURAL;USAQUEN;1;11;SAN CRISTOBAL NORTE
316;617;664;6315;LA ESPERANZA SUR;FONTIBON;9;110;CIUDAD SALITRE OCCIDENTAL
317;622;777;6319;TERMINAL DE TRANSPORTES;FONTIBON;9;110;CIUDAD SALITRE OCCIDENTAL
318;623;778;6313;SALITRE OCCIDENTAL;FONTIBON;9;110;CIUDAD SALITRE OCCIDENTAL
